Sale_ID,Sale_Date,Branch_Name,Car_Brand,Car_Model,Vehicle_Year,Engine_CC,Fuel_Type,Transmission,Mileage_KM,Body_Type,Color,Customer_Gender,Customer_Age,Payment_Method,Insurance_Provider,Base_Price_LKR,Discount_Rate,Final_Sale_Price_LKR,Salesperson_ID,Year,Month
48456,2023-03-20,Negombo Auto World,Suzuki,Alto,2014,1300,Electric,Manual,72289,SUV,Black,Male,47,Bank Loan,HNB Assurance,12355838.15,0.017,12143413.83,4,2023,3
48457,2022-08-10,Kandy Motors,Suzuki,Wagon R,2012,1000,Diesel,Manual,12958,SUV,White,Female,55,Leasing,None,14539455.67,0.051,13797545.66,5,2022,8
48458,2022-01-08,Jaffna Vehicle Center,Suzuki,Swift,2019,2000,Petrol,Automatic,5541,Hatchback,Black,Female,28,Leasing,HNB Assurance,3968521.75,0.078,3657693.88,1,2022,1
48459,2022-11-13,Colombo Auto Hub,Honda,Vezel,2014,1500,Electric,Manual,25189,Sedan,White,Male,32,Cash,None,6204800.92,0.04,5956440.46,3,2022,11
48460,2023-02-23,Negombo Auto World,Mitsubishi,Pajero,2011,1000,Diesel,Manual,38102,Pickup,Silver,Male,51,Cash,None,13584154.43,0.01,13447123.32,6,2023,2
48461,2022-01-24,Negombo Auto World,Hyundai,Elantra,2018,1000,Petrol,Automatic,90226,Hatchback,White,Female,48,Cash,None,10084768.24,0.079,9292182.6,8,2022,1
48462,2022-05-04,Kandy Motors,Nissan,March,2012,2000,Electric,Automatic,138716,Sedan,Black,Female,60,Bank Loan,HNB Assurance,7970207.7,0.005,7928200.28,6,2022,5
48463,2023-01-29,Galle Car Traders,Hyundai,Elantra,2022,1300,Hybrid,Automatic,31089,Pickup,Black,Male,45,Cash,Ceylinco Insurance,7405632.19,0.074,6855513.17,9,2023,1
48464,2022-04-29,Galle Car Traders,Mitsubishi,Pajero,2010,1800,Diesel,Manual,3557,Sedan,Blue,Male,44,Leasing,None,12872432.19,0.009,12754367.18,1,2022,4
48465,2022-07-20,Colombo Auto Hub,Mitsubishi,Lancer,2017,1800,Petrol,Manual,18517,SUV,Black,Male,62,Bank Loan,Sri Lanka Insurance,4476530.17,0.021,4381275.38,8,2022,7
48466,2023-02-18,Jaffna Vehicle Center,Honda,Vezel,2012,2500,Diesel,Manual,40933,Pickup,Black,Female,47,Cash,None,3496977.95,0.035,3376271.64,4,2023,2
48467,2022-09-11,Negombo Auto World,Hyundai,Tucson,2019,2000,Petrol,Automatic,124481,Sedan,Blue,Female,60,Leasing,HNB Assurance,3782238.25,0.013,3733478.19,5,2022,9
48468,2022-07-29,Kandy Motors,Toyota,Vitz,2020,2500,Hybrid,Manual,100215,Pickup,Black,Female,46,Bank Loan,Sri Lanka Insurance,12762371.89,0.056,12045148.53,4,2022,7
48469,2022-06-17,Colombo Auto Hub,Hyundai,Elantra,2019,2500,Hybrid,Manual,145432,Sedan,Silver,Female,38,Cash,None,10227429.33,0.076,9450657.12,8,2022,6
48470,2023-01-19,Jaffna Vehicle Center,Nissan,March,2014,1500,Petrol,Automatic,69251,Sedan,Red,Male,34,Cash,Ceylinco Insurance,12584353.11,0.003,12551999.41,6,2023,1
48471,2022-07-27,Jaffna Vehicle Center,Suzuki,Alto,2011,1800,Diesel,Automatic,28656,SUV,Red,Female,33,Leasing,Sri Lanka Insurance,6395722.94,0.056,6040284.71,4,2022,7
48472,2023-05-07,Negombo Auto World,Nissan,Leaf,2010,1800,Electric,Manual,6375,SUV,Silver,Female,45,Leasing,Sri Lanka Insurance,4036851.08,0.032,3906862.82,9,2023,5
48473,2023-03-10,Negombo Auto World,Mitsubishi,Pajero,2011,1500,Hybrid,Manual,72384,Hatchback,Silver,Male,25,Leasing,None,7939413.65,0.055,7505428.78,9,2023,3
48474,2023-02-01,Galle Car Traders,Nissan,X-Trail,2010,1000,Hybrid,Automatic,71836,Pickup,White,Male,25,Cash,Ceylinco Insurance,5139819.68,0.001,5133303.51,4,2023,2
48475,2022-09-02,Colombo Auto Hub,Hyundai,Tucson,2015,2000,Diesel,Automatic,115729,Pickup,White,Male,52,Bank Loan,Ceylinco Insurance,7850319.27,0.013,7746695.39,7,2022,9
48476,2023-04-05,Colombo Auto Hub,Honda,CR-V,2014,2000,Diesel,Manual,60888,SUV,Red,Male,38,Cash,None,4745599.84,0.072,4405758.58,7,2023,4
48477,2023-05-08,Jaffna Vehicle Center,Toyota,Prius,2011,2500,Petrol,Automatic,14411,Hatchback,Blue,Female,52,Cash,HNB Assurance,5178324.88,0.008,5139168.58,8,2023,5
48478,2022-07-22,Galle Car Traders,Nissan,Leaf,2018,1000,Hybrid,Manual,42615,Hatchback,Red,Male,34,Cash,None,7057061.15,0.029,6855040.87,9,2022,7
48479,2022-05-11,Colombo Auto Hub,Honda,Fit,2020,1500,Diesel,Automatic,144348,Hatchback,Black,Female,38,Cash,Ceylinco Insurance,11354709.31,0.05,10788743.51,3,2022,5
48480,2023-05-15,Colombo Auto Hub,Toyota,Prius,2015,1300,Diesel,Automatic,30165,SUV,Black,Female,32,Leasing,None,11506407.01,0.023,11244460.4,1,2023,5
48481,2022-08-08,Galle Car Traders,Honda,Vezel,2014,1300,Hybrid,Automatic,28847,Sedan,Black,Female,57,Leasing,Ceylinco Insurance,8645390.54,0.031,8377661.69,5,2022,8
48482,2022-05-27,Kandy Motors,Honda,Fit,2010,2000,Electric,Automatic,5017,SUV,White,Female,51,Bank Loan,Sri Lanka Insurance,9123208.48,0.037,8787654.16,7,2022,5
48483,2022-07-04,Negombo Auto World,Honda,Civic,2019,1800,Petrol,Automatic,29632,Pickup,White,Male,34,Leasing,Sri Lanka Insurance,12758060.64,0.036,12302206.55,9,2022,7
48484,2022-10-22,Jaffna Vehicle Center,Hyundai,Tucson,2016,2500,Diesel,Automatic,121809,Sedan,Silver,Male,59,Cash,Ceylinco Insurance,13756765.42,0.04,13207453.02,9,2022,10
48485,2022-01-11,Jaffna Vehicle Center,Toyota,Hilux,2016,2000,Hybrid,Manual,142139,Sedan,Silver,Male,42,Cash,HNB Assurance,5910058.45,0.056,5576720.27,6,2022,1
48486,2022-05-26,Negombo Auto World,Mitsubishi,Pajero,2015,1800,Hybrid,Automatic,34474,Hatchback,Black,Female,62,Bank Loan,None,11352775.52,0.046,10828827.77,9,2022,5
48487,2022-09-15,Kandy Motors,Hyundai,Santa Fe,2015,2000,Diesel,Automatic,146689,Sedan,White,Female,56,Leasing,HNB Assurance,9071952.19,0.057,8553190.48,4,2022,9
48488,2022-12-15,Kandy Motors,Honda,CR-V,2020,1300,Electric,Automatic,131604,Hatchback,White,Male,63,Cash,Sri Lanka Insurance,6617959.11,0.066,6181038.93,9,2022,12
48489,2022-04-23,Negombo Auto World,Hyundai,Santa Fe,2013,1000,Hybrid,Manual,132834,Hatchback,Silver,Female,57,Leasing,Ceylinco Insurance,11921312.06,0.067,11119462.35,9,2022,4
48490,2022-01-01,Jaffna Vehicle Center,Toyota,Hilux,2018,2000,Electric,Automatic,41364,SUV,Black,Male,51,Leasing,Ceylinco Insurance,5060026.6,0.068,4713815.88,3,2022,1
48491,2022-02-03,Kandy Motors,Suzuki,Alto,2013,1300,Electric,Automatic,141617,Pickup,White,Male,36,Leasing,Sri Lanka Insurance,9035874.64,0.051,8579312.0,2,2022,2
48492,2022-01-28,Negombo Auto World,Hyundai,Tucson,2013,1300,Petrol,Manual,64836,Pickup,Blue,Female,46,Bank Loan,Ceylinco Insurance,9545552.25,0.021,9343089.52,3,2022,1
48493,2022-10-27,Colombo Auto Hub,Honda,Civic,2022,1800,Petrol,Automatic,62293,SUV,Blue,Male,53,Leasing,Ceylinco Insurance,14616299.05,0.003,14574395.28,9,2022,10
48494,2022-10-05,Colombo Auto Hub,Hyundai,Santa Fe,2018,1000,Hybrid,Manual,4899,Hatchback,White,Female,55,Bank Loan,Ceylinco Insurance,14644318.26,0.027,14243350.24,4,2022,10
48495,2023-04-27,Colombo Auto Hub,Toyota,Hilux,2011,2000,Hybrid,Automatic,3562,Hatchback,Red,Male,34,Cash,None,3774876.44,0.054,3569884.97,5,2023,4
48496,2022-11-23,Negombo Auto World,Hyundai,Elantra,2013,2500,Diesel,Manual,40453,Pickup,Silver,Female,36,Bank Loan,None,2525229.62,0.008,2503921.19,6,2022,11
48497,2022-05-19,Colombo Auto Hub,Honda,CR-V,2014,1000,Electric,Automatic,100143,Pickup,Black,Female,49,Cash,None,12017520.22,0.022,11750872.68,4,2022,5
48498,2022-02-15,Negombo Auto World,Honda,Civic,2019,1800,Electric,Automatic,9195,SUV,White,Male,29,Cash,Ceylinco Insurance,4810079.49,0.018,4725498.8,3,2022,2
48499,2022-05-03,Negombo Auto World,Hyundai,Santa Fe,2013,2500,Petrol,Automatic,104053,SUV,Silver,Female,59,Cash,Ceylinco Insurance,7151571.95,0.061,6716142.16,9,2022,5
48500,2022-03-17,Kandy Motors,Nissan,March,2012,1800,Electric,Automatic,16178,Sedan,Black,Male,52,Cash,HNB Assurance,3287672.19,0.053,3112350.04,9,2022,3
48501,2022-11-14,Jaffna Vehicle Center,Suzuki,Alto,2017,1300,Electric,Automatic,125247,Hatchback,Blue,Male,29,Leasing,Ceylinco Insurance,8263749.22,0.058,7783014.91,7,2022,11
48502,2023-06-14,Galle Car Traders,Mitsubishi,Outlander,2015,2000,Diesel,Manual,3249,Sedan,Silver,Male,34,Bank Loan,Ceylinco Insurance,10218098.97,0.025,9964514.4,7,2023,6
48503,2022-05-09,Negombo Auto World,Hyundai,Tucson,2012,1000,Petrol,Manual,70787,Sedan,Blue,Female,57,Bank Loan,Ceylinco Insurance,5146729.21,0.032,4981707.88,5,2022,5
48504,2022-01-23,Colombo Auto Hub,Hyundai,Elantra,2013,1500,Petrol,Automatic,131577,Pickup,White,Female,35,Cash,Sri Lanka Insurance,5125376.16,0.015,5049577.28,7,2022,1
48505,2022-05-30,Jaffna Vehicle Center,Toyota,Vitz,2018,1500,Diesel,Automatic,80120,Hatchback,Black,Female,29,Bank Loan,Sri Lanka Insurance,6753682.04,0.007,6704484.75,8,2022,5
48506,2023-03-20,Colombo Auto Hub,Suzuki,Swift,2022,1800,Electric,Automatic,87166,Sedan,Red,Male,46,Bank Loan,Ceylinco Insurance,4525769.15,0.038,4353927.97,2,2023,3
48507,2022-06-30,Galle Car Traders,Nissan,March,2019,1800,Hybrid,Automatic,134584,SUV,Red,Female,52,Leasing,None,3205565.38,0.04,3077429.51,7,2022,6
48508,2022-06-07,Kandy Motors,Toyota,Corolla,2018,2000,Hybrid,Automatic,80333,Sedan,White,Male,61,Cash,Ceylinco Insurance,5195818.41,0.047,4950620.33,8,2022,6
48509,2022-03-29,Colombo Auto Hub,Honda,Civic,2011,1500,Hybrid,Manual,95754,SUV,White,Female,27,Leasing,None,4332412.49,0.059,4078253.26,6,2022,3
48510,2022-04-15,Colombo Auto Hub,Nissan,Leaf,2011,1300,Diesel,Automatic,21599,SUV,White,Female,27,Bank Loan,Sri Lanka Insurance,5931309.46,0.003,5910977.64,5,2022,4
48511,2022-04-06,Galle Car Traders,Honda,Civic,2015,1500,Hybrid,Automatic,34342,Hatchback,White,Male,56,Bank Loan,HNB Assurance,4533309.13,0.027,4412412.28,9,2022,4
48512,2023-05-15,Galle Car Traders,Toyota,Corolla,2019,2000,Diesel,Manual,76690,Pickup,White,Male,29,Cash,HNB Assurance,12177225.6,0.018,11959745.57,9,2023,5
48513,2023-01-21,Galle Car Traders,Suzuki,Swift,2020,2000,Electric,Automatic,78335,SUV,Blue,Female,41,Leasing,HNB Assurance,13329767.91,0.005,13263020.84,9,2023,1
48514,2023-05-18,Galle Car Traders,Suzuki,Wagon R,2014,1500,Hybrid,Automatic,43889,Pickup,Silver,Male,50,Bank Loan,Ceylinco Insurance,11192255.89,0.079,10312549.79,4,2023,5
48515,2022-09-14,Colombo Auto Hub,Suzuki,Wagon R,2011,1300,Petrol,Automatic,115700,Sedan,Black,Female,32,Bank Loan,None,12838795.18,0.06,12062148.84,8,2022,9
48516,2022-11-17,Jaffna Vehicle Center,Mitsubishi,Lancer,2010,1000,Diesel,Automatic,145762,Hatchback,White,Male,56,Bank Loan,Ceylinco Insurance,3391994.05,0.004,3377686.87,9,2022,11
48517,2022-12-26,Jaffna Vehicle Center,Mitsubishi,Outlander,2020,2000,Diesel,Manual,104623,Sedan,Red,Female,59,Cash,HNB Assurance,14315003.64,0.064,13393896.35,3,2022,12
48518,2022-02-18,Colombo Auto Hub,Toyota,Aqua,2013,1500,Hybrid,Automatic,88028,Pickup,White,Male,54,Leasing,Sri Lanka Insurance,2845385.91,0.0,2844555.42,4,2022,2
48519,2022-07-26,Negombo Auto World,Toyota,Corolla,2014,2000,Petrol,Automatic,26389,Pickup,Blue,Male,60,Bank Loan,Sri Lanka Insurance,7657536.25,0.014,7546858.82,8,2022,7
48520,2022-05-28,Galle Car Traders,Suzuki,Alto,2012,1800,Hybrid,Manual,14756,Pickup,Black,Male,45,Bank Loan,HNB Assurance,8608783.49,0.015,8477673.12,1,2022,5
48521,2022-04-12,Kandy Motors,Mitsubishi,Outlander,2022,2000,Hybrid,Manual,89282,Pickup,Black,Female,53,Bank Loan,HNB Assurance,10585683.6,0.031,10258167.19,1,2022,4
48522,2023-05-04,Jaffna Vehicle Center,Nissan,Leaf,2013,1500,Hybrid,Manual,118955,Sedan,Blue,Male,51,Cash,None,9848892.78,0.059,9269073.33,1,2023,5
48523,2022-10-25,Negombo Auto World,Toyota,Aqua,2015,1000,Petrol,Manual,40539,SUV,Red,Female,47,Bank Loan,Sri Lanka Insurance,11210112.38,0.002,11190086.42,7,2022,10
48524,2022-06-14,Colombo Auto Hub,Hyundai,Elantra,2022,1300,Petrol,Manual,128586,SUV,Red,Male,30,Leasing,Sri Lanka Insurance,3747974.14,0.031,3630691.5,1,2022,6
48525,2023-05-02,Negombo Auto World,Mitsubishi,Lancer,2019,1800,Diesel,Automatic,31031,Sedan,Silver,Male,34,Leasing,HNB Assurance,8660782.86,0.059,8146164.55,8,2023,5
48526,2023-04-09,Negombo Auto World,Nissan,March,2021,2500,Electric,Manual,63872,Pickup,White,Male,46,Bank Loan,HNB Assurance,5795725.75,0.051,5497928.86,2,2023,4
48527,2022-04-06,Kandy Motors,Toyota,Vitz,2011,2000,Diesel,Automatic,75750,Sedan,Blue,Male,43,Bank Loan,Sri Lanka Insurance,6918952.01,0.015,6818076.46,5,2022,4
48528,2023-02-23,Negombo Auto World,Honda,CR-V,2017,1800,Petrol,Manual,30642,Hatchback,Blue,Female,52,Leasing,HNB Assurance,10118097.02,0.046,9654357.52,8,2023,2
48529,2022-05-13,Jaffna Vehicle Center,Mitsubishi,Outlander,2010,2000,Petrol,Manual,2573,Pickup,Blue,Male,28,Leasing,Ceylinco Insurance,2573686.66,0.023,2514439.51,8,2022,5
48530,2023-06-11,Negombo Auto World,Mitsubishi,Pajero,2018,1300,Electric,Automatic,140784,Hatchback,Blue,Female,55,Cash,Sri Lanka Insurance,3189640.33,0.076,2946256.47,4,2023,6
48531,2022-06-16,Negombo Auto World,Honda,CR-V,2022,2000,Petrol,Manual,111389,SUV,Silver,Male,59,Cash,Sri Lanka Insurance,4614540.88,0.056,4355450.95,8,2022,6
48532,2023-04-29,Jaffna Vehicle Center,Toyota,Vitz,2018,2500,Diesel,Automatic,129766,Sedan,Red,Male,40,Leasing,HNB Assurance,3736019.44,0.03,3622704.15,5,2023,4
48533,2022-11-06,Kandy Motors,Toyota,Corolla,2011,1800,Petrol,Manual,41359,SUV,Black,Female,52,Leasing,None,8814002.3,0.017,8668330.07,5,2022,11
48534,2023-05-30,Colombo Auto Hub,Toyota,Prius,2014,1000,Petrol,Manual,119313,Sedan,Red,Female,27,Cash,None,7745425.21,0.028,7525744.08,2,2023,5
48535,2022-09-27,Galle Car Traders,Nissan,X-Trail,2014,2000,Petrol,Automatic,76914,Sedan,Silver,Female,49,Bank Loan,Ceylinco Insurance,2818125.83,0.056,2659269.15,1,2022,9
48536,2023-01-20,Colombo Auto Hub,Toyota,Aqua,2018,1800,Hybrid,Manual,112464,Sedan,White,Female,41,Cash,HNB Assurance,9755243.77,0.077,9007672.62,2,2023,1
48537,2022-06-23,Kandy Motors,Suzuki,Wagon R,2014,1500,Petrol,Automatic,132553,Pickup,Blue,Female,56,Bank Loan,HNB Assurance,13389604.52,0.013,13214265.66,9,2022,6
48538,2022-07-19,Kandy Motors,Honda,Fit,2021,1000,Electric,Automatic,93247,Sedan,Silver,Female,61,Cash,Sri Lanka Insurance,11150136.41,0.033,10781734.08,8,2022,7
48539,2023-05-18,Galle Car Traders,Suzuki,Wagon R,2015,1500,Electric,Automatic,71161,Pickup,White,Male,28,Bank Loan,None,4971448.52,0.041,4768123.07,7,2023,5
48540,2022-12-02,Jaffna Vehicle Center,Honda,Fit,2011,2500,Hybrid,Manual,128517,Hatchback,Black,Female,57,Bank Loan,Ceylinco Insurance,9366918.94,0.074,8676778.47,8,2022,12
48541,2022-11-25,Colombo Auto Hub,Suzuki,Alto,2016,1800,Electric,Manual,85976,Hatchback,Silver,Male,35,Bank Loan,Ceylinco Insurance,5159167.34,0.011,5104243.59,8,2022,11
48542,2023-01-31,Kandy Motors,Honda,Vezel,2018,1000,Diesel,Automatic,126869,Pickup,White,Male,49,Bank Loan,Ceylinco Insurance,9889755.36,0.079,9111248.81,8,2023,1
48543,2022-06-27,Jaffna Vehicle Center,Hyundai,Santa Fe,2022,1800,Petrol,Automatic,108538,Pickup,White,Female,48,Leasing,HNB Assurance,12067358.92,0.079,11111655.99,7,2022,6
48544,2023-02-17,Kandy Motors,Mitsubishi,Lancer,2022,1500,Diesel,Manual,137760,Hatchback,Black,Female,64,Leasing,Ceylinco Insurance,8180575.73,0.076,7555376.83,2,2023,2
48545,2022-06-02,Galle Car Traders,Toyota,Prius,2010,2500,Electric,Manual,11803,SUV,White,Male,54,Cash,HNB Assurance,7784123.62,0.058,7330516.6,6,2022,6
48546,2022-10-06,Jaffna Vehicle Center,Honda,Vezel,2016,1300,Electric,Automatic,84418,Sedan,Blue,Female,63,Cash,Sri Lanka Insurance,14003074.74,0.001,13990884.56,7,2022,10
48547,2023-03-07,Kandy Motors,Nissan,Leaf,2013,1800,Petrol,Automatic,60955,Pickup,White,Male,27,Cash,Ceylinco Insurance,13568459.68,0.019,13305397.13,9,2023,3
48548,2022-02-19,Kandy Motors,Hyundai,Elantra,2012,2000,Electric,Manual,42956,Pickup,Silver,Male,37,Leasing,None,9566089.77,0.023,9344342.82,9,2022,2
48549,2022-05-21,Jaffna Vehicle Center,Suzuki,Wagon R,2015,1800,Hybrid,Automatic,101033,Sedan,Silver,Male,32,Leasing,Sri Lanka Insurance,10248079.55,0.009,10151349.55,4,2022,5
48550,2022-01-30,Jaffna Vehicle Center,Nissan,Leaf,2019,1000,Diesel,Automatic,29685,SUV,Red,Female,63,Bank Loan,HNB Assurance,7947110.51,0.004,7914649.7,1,2022,1
48551,2022-04-30,Galle Car Traders,Toyota,Aqua,2017,1300,Hybrid,Automatic,87403,Sedan,Silver,Female,43,Cash,HNB Assurance,7558975.85,0.077,6975931.24,4,2022,4
48552,2022-09-10,Negombo Auto World,Toyota,Corolla,2013,1800,Diesel,Manual,132576,Pickup,Silver,Male,51,Leasing,HNB Assurance,13253946.6,0.028,12885475.52,3,2022,9
48553,2022-08-21,Galle Car Traders,Nissan,March,2022,1300,Hybrid,Manual,214,Pickup,Silver,Male,45,Leasing,None,3854202.7,0.07,3583829.52,3,2022,8
48554,2022-12-30,Galle Car Traders,Mitsubishi,Outlander,2021,2000,Hybrid,Manual,114920,Sedan,Black,Male,45,Leasing,Sri Lanka Insurance,2924528.73,0.023,2857777.21,8,2022,12
48555,2023-03-15,Galle Car Traders,Honda,Civic,2020,1300,Diesel,Automatic,29251,SUV,White,Female,54,Cash,None,8240039.26,0.07,7663037.48,3,2023,3
48556,2022-04-27,Galle Car Traders,Hyundai,Elantra,2014,1500,Electric,Manual,111540,Hatchback,Red,Male,56,Cash,Ceylinco Insurance,3320786.16,0.051,3152102.44,1,2022,4
48557,2022-03-21,Colombo Auto Hub,Honda,CR-V,2014,2500,Petrol,Manual,105861,Hatchback,White,Male,26,Leasing,Sri Lanka Insurance,6689910.92,0.019,6561138.54,6,2022,3
48558,2023-03-18,Jaffna Vehicle Center,Nissan,March,2010,2000,Petrol,Manual,103253,Sedan,Red,Male,33,Bank Loan,HNB Assurance,12015068.75,0.071,11164777.45,5,2023,3
48559,2023-04-04,Galle Car Traders,Suzuki,Wagon R,2014,1800,Electric,Manual,7461,Pickup,White,Female,44,Bank Loan,Sri Lanka Insurance,8497853.08,0.045,8111910.45,1,2023,4
48560,2022-04-27,Colombo Auto Hub,Hyundai,Santa Fe,2015,1000,Hybrid,Automatic,138475,Sedan,Black,Male,38,Leasing,Ceylinco Insurance,12519631.63,0.032,12113231.18,4,2022,4
48561,2022-09-21,Colombo Auto Hub,Toyota,Aqua,2021,1300,Electric,Manual,105109,Hatchback,White,Female,40,Leasing,Sri Lanka Insurance,14634108.32,0.025,14271393.64,7,2022,9
48562,2023-05-13,Colombo Auto Hub,Nissan,X-Trail,2013,1500,Hybrid,Manual,42921,Hatchback,Silver,Male,55,Cash,Sri Lanka Insurance,12033021.15,0.038,11577713.57,1,2023,5
48563,2022-05-10,Kandy Motors,Toyota,Corolla,2019,1000,Hybrid,Automatic,8209,Hatchback,White,Female,38,Bank Loan,None,11213767.6,0.042,10738157.7,1,2022,5
48564,2022-10-20,Jaffna Vehicle Center,Suzuki,Alto,2021,1800,Electric,Manual,64131,SUV,Black,Female,62,Leasing,None,4045283.52,0.003,4031697.86,5,2022,10
48565,2023-02-04,Jaffna Vehicle Center,Honda,Civic,2020,1300,Electric,Automatic,53703,Sedan,White,Female,46,Bank Loan,None,5129367.41,0.009,5083708.7,6,2023,2
48566,2022-07-17,Jaffna Vehicle Center,Hyundai,Santa Fe,2010,2000,Petrol,Manual,56906,Pickup,Black,Female,54,Bank Loan,Sri Lanka Insurance,14447409.07,0.008,14338528.66,2,2022,7
48567,2023-05-11,Jaffna Vehicle Center,Mitsubishi,Lancer,2022,2000,Petrol,Manual,146104,SUV,Red,Male,57,Bank Loan,Sri Lanka Insurance,13406133.03,0.061,12591713.85,4,2023,5
48568,2022-01-31,Negombo Auto World,Toyota,Vitz,2022,1800,Electric,Automatic,70114,Sedan,Blue,Male,45,Bank Loan,HNB Assurance,6182557.2,0.04,5937161.98,7,2022,1
48569,2023-05-21,Jaffna Vehicle Center,Nissan,Leaf,2010,1500,Electric,Automatic,149644,Pickup,Silver,Female,28,Cash,HNB Assurance,2888881.89,0.041,2770535.84,1,2023,5
48570,2022-11-08,Colombo Auto Hub,Hyundai,Santa Fe,2018,1300,Petrol,Automatic,130593,Hatchback,Silver,Female,64,Cash,Ceylinco Insurance,9990256.85,0.013,9862181.69,3,2022,11
48571,2022-04-27,Kandy Motors,Suzuki,Alto,2011,1500,Hybrid,Automatic,120079,Hatchback,Blue,Male,31,Leasing,HNB Assurance,7758428.12,0.061,7288827.76,6,2022,4
48572,2022-09-22,Kandy Motors,Mitsubishi,Pajero,2016,1800,Electric,Manual,97102,Pickup,Blue,Male,57,Cash,None,5883448.77,0.006,5847765.06,6,2022,9
48573,2022-03-16,Colombo Auto Hub,Mitsubishi,Lancer,2013,1300,Petrol,Manual,91342,Sedan,Silver,Male,39,Cash,None,6433872.1,0.057,6063986.33,3,2022,3
48574,2022-09-20,Galle Car Traders,Toyota,Hilux,2020,1000,Petrol,Manual,25585,Hatchback,Silver,Male,29,Cash,Ceylinco Insurance,5847458.72,0.008,5798114.14,1,2022,9
48575,2023-01-05,Jaffna Vehicle Center,Mitsubishi,Lancer,2016,2500,Electric,Automatic,131433,SUV,Blue,Male,54,Cash,Sri Lanka Insurance,6623308.5,0.075,6126925.15,8,2023,1
48576,2023-05-28,Galle Car Traders,Honda,Civic,2019,1800,Petrol,Manual,42721,SUV,Silver,Male,64,Leasing,HNB Assurance,14851906.76,0.018,14591383.1,7,2023,5
48577,2022-06-30,Colombo Auto Hub,Mitsubishi,Pajero,2012,1000,Diesel,Manual,127660,SUV,Silver,Male,34,Cash,None,12206886.74,0.014,12040672.3,4,2022,6
48578,2022-04-25,Galle Car Traders,Honda,Civic,2012,1500,Hybrid,Automatic,23843,Pickup,Blue,Female,38,Leasing,Ceylinco Insurance,8108382.52,0.046,7733039.21,5,2022,4
48579,2022-07-05,Galle Car Traders,Honda,Vezel,2022,1500,Electric,Automatic,100519,SUV,White,Female,32,Bank Loan,HNB Assurance,2917315.47,0.022,2852692.43,8,2022,7
48580,2023-02-15,Kandy Motors,Honda,Vezel,2012,1500,Electric,Automatic,91300,SUV,Silver,Female,58,Cash,Ceylinco Insurance,6234862.56,0.015,6141918.39,1,2023,2
48581,2023-03-25,Colombo Auto Hub,Suzuki,Swift,2014,2500,Diesel,Automatic,101299,Pickup,Silver,Female,32,Cash,Sri Lanka Insurance,9814797.81,0.028,9538994.76,2,2023,3
48582,2022-06-13,Kandy Motors,Mitsubishi,Lancer,2014,1000,Hybrid,Manual,104989,Sedan,Black,Male,57,Bank Loan,Sri Lanka Insurance,10987058.58,0.073,10182570.58,4,2022,6
48583,2023-01-23,Negombo Auto World,Toyota,Aqua,2022,1300,Electric,Automatic,50478,SUV,Black,Male,25,Cash,HNB Assurance,13294948.3,0.077,12266742.38,8,2023,1
48584,2022-07-18,Jaffna Vehicle Center,Toyota,Prius,2014,2500,Petrol,Automatic,6175,Pickup,Red,Male,51,Leasing,HNB Assurance,14719943.98,0.072,13654997.99,1,2022,7
48585,2023-06-18,Colombo Auto Hub,Suzuki,Alto,2019,1300,Petrol,Manual,40828,Sedan,White,Female,39,Cash,Ceylinco Insurance,11274301.56,0.057,10631657.76,8,2023,6
48586,2022-10-15,Kandy Motors,Mitsubishi,Pajero,2022,2000,Petrol,Automatic,36444,Pickup,Black,Female,38,Cash,HNB Assurance,12600101.27,0.02,12352042.15,6,2022,10
48587,2023-04-29,Kandy Motors,Honda,CR-V,2016,2500,Electric,Automatic,116186,Pickup,Silver,Female,32,Cash,Ceylinco Insurance,9027251.82,0.052,8558597.78,7,2023,4
48588,2022-02-28,Jaffna Vehicle Center,Suzuki,Swift,2013,1500,Electric,Automatic,111624,Sedan,Black,Female,25,Bank Loan,HNB Assurance,10868915.41,0.036,10473072.52,7,2022,2
48589,2022-01-12,Colombo Auto Hub,Honda,CR-V,2019,1800,Diesel,Automatic,124697,Pickup,White,Female,33,Cash,Sri Lanka Insurance,6869472.23,0.038,6605862.01,8,2022,1
48590,2022-07-22,Jaffna Vehicle Center,Hyundai,Tucson,2013,2500,Electric,Manual,140439,Pickup,Silver,Female,27,Cash,Ceylinco Insurance,11558094.45,0.001,11544363.07,4,2022,7
48591,2023-04-26,Jaffna Vehicle Center,Toyota,Prius,2018,1300,Petrol,Manual,63604,SUV,Black,Female,30,Leasing,Sri Lanka Insurance,14565935.07,0.051,13828535.73,4,2023,4
48592,2022-08-04,Jaffna Vehicle Center,Toyota,Corolla,2016,1300,Petrol,Automatic,44776,SUV,Red,Male,27,Bank Loan,None,12389796.32,0.026,12070954.42,9,2022,8
48593,2022-04-15,Negombo Auto World,Hyundai,Santa Fe,2020,2500,Electric,Automatic,89222,SUV,White,Female,44,Cash,None,4076495.24,0.053,3861206.95,6,2022,4
48594,2022-01-07,Jaffna Vehicle Center,Suzuki,Wagon R,2020,1500,Hybrid,Manual,52096,Sedan,Black,Female,48,Leasing,Ceylinco Insurance,3468141.45,0.039,3334499.0,4,2022,1
48595,2022-01-10,Colombo Auto Hub,Mitsubishi,Lancer,2022,1800,Hybrid,Manual,15025,Hatchback,Blue,Female,30,Bank Loan,HNB Assurance,13971566.16,0.006,13889154.31,3,2022,1
